Date,Apple,Microsoft
2023-06-30,193.97000122070312,340.5400085449219
2023-07-03,192.4600067138672,337.989990234375
2023-07-05,191.3300018310547,338.1499938964844
2023-07-06,191.80999755859375,341.2699890136719
2023-07-07,190.67999267578125,337.2200012207031
2023-07-10,188.61000061035156,331.8299865722656
2023-07-11,188.0800018310547,332.4700012207031
2023-07-12,189.77000427246094,337.20001220703125
2023-07-13,190.5399932861328,342.6600036621094
2023-07-14,190.69000244140625,345.239990234375
2023-07-17,193.99000549316406,345.7300109863281
2023-07-18,193.72999572753906,359.489990234375
2023-07-19,195.10000610351562,355.0799865722656
2023-07-20,193.1300048828125,346.8699951171875
2023-07-21,191.94000244140625,343.7699890136719
2023-07-24,192.75,345.1099853515625
2023-07-25,193.6199951171875,350.9800109863281
2023-07-26,194.5,337.7699890136719
2023-07-27,193.22000122070312,330.7200012207031
2023-07-28,195.8300018310547,338.3699951171875
2023-07-31,196.4499969482422,335.9200134277344
2023-08-01,195.61000061035156,336.3399963378906
2023-08-02,192.5800018310547,327.5
2023-08-03,191.1699981689453,326.6600036621094
2023-08-04,181.99000549316406,327.7799987792969
2023-08-07,178.85000610351562,330.1099853515625
2023-08-08,179.8000030517578,326.04998779296875
2023-08-09,178.19000244140625,322.2300109863281
2023-08-10,177.97000122070312,322.92999267578125
2023-08-11,177.7899932861328,321.010009765625
2023-08-14,179.4600067138672,324.0400085449219
2023-08-15,177.4499969482422,321.8599853515625
2023-08-16,176.57000732421875,320.3999938964844
2023-08-17,174.0,316.8800048828125
2023-08-18,174.49000549316406,316.4800109863281
2023-08-21,175.83999633789062,321.8800048828125
2023-08-22,177.22999572753906,322.4599914550781
2023-08-23,181.1199951171875,327.0
2023-08-24,176.3800048828125,319.9700012207031
2023-08-25,178.61000061035156,322.9800109863281
2023-08-28,180.19000244140625,323.70001220703125
2023-08-29,184.1199951171875,328.4100036621094
2023-08-30,187.64999389648438,328.7900085449219
2023-08-31,187.8699951171875,327.760009765625
2023-09-01,189.4600067138672,328.6600036621094
2023-09-05,189.6999969482422,333.54998779296875
2023-09-06,182.91000366210938,332.8800048828125
2023-09-07,177.55999755859375,329.9100036621094
2023-09-08,178.17999267578125,334.2699890136719
2023-09-11,179.36000061035156,337.94000244140625
2023-09-12,176.3000030517578,331.7699890136719
2023-09-13,174.2100067138672,336.05999755859375
2023-09-14,175.74000549316406,338.70001220703125
2023-09-15,175.00999450683594,330.2200012207031
2023-09-18,177.97000122070312,329.05999755859375
2023-09-19,179.07000732421875,328.6499938964844
2023-09-20,175.49000549316406,320.7699890136719
2023-09-21,173.92999267578125,319.5299987792969
2023-09-22,174.7899932861328,317.010009765625
2023-09-25,176.0800018310547,317.5400085449219
2023-09-26,171.9600067138672,312.1400146484375
2023-09-27,170.42999267578125,312.7900085449219
2023-09-28,170.69000244140625,313.6400146484375
2023-09-29,171.2100067138672,315.75
2023-10-02,173.75,321.79998779296875
2023-10-03,172.39999389648438,313.3900146484375
2023-10-04,173.66000366210938,318.9599914550781
2023-10-05,174.91000366210938,319.3599853515625
2023-10-06,177.49000549316406,327.260009765625
2023-10-09,178.99000549316406,329.82000732421875
2023-10-10,178.38999938964844,328.3900146484375
2023-10-11,179.8000030517578,332.4200134277344
2023-10-12,180.7100067138672,331.1600036621094
2023-10-13,178.85000610351562,327.7300109863281
2023-10-16,178.72000122070312,332.6400146484375
2023-10-17,177.14999389648438,332.05999755859375
2023-10-18,175.83999633789062,330.1099853515625
2023-10-19,175.4600067138672,331.32000732421875
2023-10-20,172.8800048828125,326.6700134277344
2023-10-23,173.0,329.32000732421875
2023-10-24,173.44000244140625,330.5299987792969
2023-10-25,171.10000610351562,340.6700134277344
2023-10-26,166.88999938964844,327.8900146484375
2023-10-27,168.22000122070312,329.80999755859375
2023-10-30,170.2899932861328,337.30999755859375
2023-10-31,170.77000427246094,338.1099853515625
2023-11-01,173.97000122070312,346.07000732421875
2023-11-02,177.57000732421875,348.32000732421875
2023-11-03,176.64999389648438,352.79998779296875
2023-11-06,179.22999572753906,356.5299987792969
2023-11-07,181.82000732421875,360.5299987792969
2023-11-08,182.88999938964844,363.20001220703125
2023-11-09,182.41000366210938,360.69000244140625
2023-11-10,186.39999389648438,369.6700134277344
2023-11-13,184.8000030517578,366.67999267578125
2023-11-14,187.44000244140625,370.2699890136719
2023-11-15,188.00999450683594,369.6700134277344
2023-11-16,189.7100067138672,376.1700134277344
2023-11-17,189.69000244140625,369.8500061035156
2023-11-20,191.4499969482422,377.44000244140625
2023-11-21,190.63999938964844,373.07000732421875
2023-11-22,191.30999755859375,377.8500061035156
2023-11-24,189.97000122070312,377.42999267578125
2023-11-27,189.7899932861328,378.6099853515625
2023-11-28,190.39999389648438,382.70001220703125
2023-11-29,189.3699951171875,378.8500061035156
2023-11-30,189.9499969482422,378.9100036621094
2023-12-01,191.24000549316406,374.510009765625
2023-12-04,189.42999267578125,369.1400146484375
2023-12-05,193.4199981689453,372.5199890136719
2023-12-06,192.32000732421875,368.79998779296875
2023-12-07,194.27000427246094,370.95001220703125
2023-12-08,195.7100067138672,374.2300109863281
2023-12-11,193.17999267578125,371.29998779296875
2023-12-12,194.7100067138672,374.3800048828125
2023-12-13,197.9600067138672,374.3699951171875
2023-12-14,198.11000061035156,365.92999267578125
2023-12-15,197.57000732421875,370.7300109863281
2023-12-18,195.88999938964844,372.6499938964844
2023-12-19,196.94000244140625,373.260009765625
2023-12-20,194.8300018310547,370.6199951171875
2023-12-21,194.67999267578125,373.5400085449219
2023-12-22,193.60000610351562,374.5799865722656
2023-12-26,193.0500030517578,374.6600036621094
2023-12-27,193.14999389648438,374.07000732421875
2023-12-28,193.5800018310547,375.2799987792969
2023-12-29,192.52999877929688,376.0400085449219
